risk_score,risk_level,ml_contribution,anomaly_contribution,rule_contribution,ml_fraud_prob,is_flagged,risk_factors,isFraud
37.05,LOW,0.0,7.05,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.67,LOW,0.05,5.62,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.94,LOW,0.2,5.73,30,0.0041,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.1,LOW,0.05,6.05,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
24.73,LOW,0.49,7.24,17,0.0098,False,"['>90% of balance transferred', 'Destination had zero balance']",0
35.57,LOW,0.0,5.57,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.4,LOW,0.0,6.4,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.7,LOW,0.05,5.65,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.42,LOW,0.0,6.42,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.12,LOW,0.0,5.12,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.19,LOW,0.0,8.19,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>₹1M)']",0
35.5,LOW,0.05,5.46,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.74,LOW,0.0,5.74,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.47,LOW,0.0,5.47,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
39.09,LOW,0.0,9.09,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>₹1M)']",0
36.31,LOW,0.0,6.31,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.21,LOW,0.0,5.21,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.21,LOW,0.05,6.16,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.88,LOW,0.05,5.84,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.09,LOW,0.0,6.09,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.77,LOW,0.0,5.77,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.71,LOW,0.0,6.71,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.2,LOW,0.0,5.2,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.48,LOW,0.0,5.48,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.13,LOW,0.0,7.13,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.1,LOW,0.0,6.1,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.31,LOW,0.05,5.26,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.43,LOW,0.05,5.39,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.73,LOW,0.05,5.69,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.14,LOW,0.05,6.09,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.24,LOW,0.05,5.19,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.71,LOW,0.05,5.66,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.22,LOW,0.0,7.22,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.36,LOW,0.05,6.32,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.77,LOW,0.0,6.77,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.24,LOW,0.05,5.2,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.8,LOW,0.0,6.8,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.66,LOW,0.0,7.66,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.66,LOW,0.0,5.66,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.23,LOW,0.05,5.19,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.58,LOW,0.0,6.58,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.5,LOW,0.0,5.5,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.13,LOW,0.05,6.09,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.23,LOW,0.05,5.18,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
6.93,LOW,0.0,6.93,0,0.0,False,[],0
35.61,LOW,0.05,5.57,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.33,LOW,0.05,6.28,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.64,LOW,0.17,6.47,30,0.0033,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.86,LOW,0.05,6.82,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.37,LOW,0.05,6.33,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.26,LOW,0.05,6.22,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.51,LOW,0.0,5.51,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.25,LOW,0.05,5.2,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.88,LOW,0.05,5.83,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.5,LOW,0.05,5.46,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.51,LOW,0.05,5.47,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.39,LOW,0.05,5.34,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.62,LOW,0.0,6.62,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.35,LOW,0.05,5.3,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.24,LOW,0.05,6.19,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.76,LOW,0.05,5.72,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.59,LOW,0.0,7.59,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.03,LOW,0.05,6.99,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.42,LOW,0.0,5.42,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.65,LOW,0.05,5.6,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.97,LOW,0.0,7.97,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>₹1M)']",0
37.26,LOW,0.0,7.26,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.29,LOW,0.0,6.29,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.21,LOW,0.39,6.82,30,0.0078,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.58,LOW,0.0,6.58,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.93,LOW,0.0,6.93,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.31,LOW,0.05,6.26,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
39.46,LOW,0.0,9.46,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>₹1M)']",0
35.24,LOW,0.05,5.2,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.22,LOW,0.05,5.18,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.72,LOW,0.04,7.68,30,0.0008,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.11,LOW,0.05,6.07,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
40.52,MEDIUM,0.14,10.38,30,0.0028,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>₹1M)']",0
35.47,LOW,0.05,5.42,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.56,LOW,0.05,5.52,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.67,LOW,0.05,5.62,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.56,LOW,0.05,5.52,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.89,LOW,0.0,6.89,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
7.83,LOW,0.15,7.69,0,0.0029,False,[],0
37.04,LOW,0.0,7.04,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
15.38,LOW,0.2,8.18,7,0.0041,False,['Destination had zero balance'],0
37.86,LOW,0.0,7.86,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.25,LOW,0.05,5.21,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.32,LOW,0.05,5.27,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.73,LOW,0.05,5.69,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.63,LOW,0.05,5.58,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.31,LOW,0.0,6.31,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.71,LOW,0.05,5.66,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.14,LOW,0.05,6.1,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.94,LOW,0.05,5.9,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.58,LOW,0.05,5.53,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.22,LOW,0.0,5.22,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.81,LOW,0.0,5.81,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
7.14,LOW,0.26,6.88,0,0.0052,False,[],0
35.65,LOW,0.05,5.6,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
